Hole No,Sheet No,Start Depth,End Depth,Soil/Rock Description,Soil/Rock Type,Confidence Level
DH37_v1,1,1.2,2.05,"Angular red bricks, cobbles and gravels of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH37_v1,1,2.05,5.1,Concrete with cobbles and gravels of moderately decomposed granite. (FILL),Fill,High
DH37_v1,1,5.1,9.1,"Angular BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND and occasionally some steel fragment and concrete fragment. (FILL)",Fill,High
DH37_v1,1,9.1,24.3,Wash boring. (No recovery),No Recovery,High
DH37_v1,3,24.3,26.15,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10 degrees-20 degrees.",Granite,High
DH37_v1,3,26.15,26.6,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH37_v1,3,26.6,32.5,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees, 70 degrees-80 degrees.",Granite,High
DH39_v1,1,0,0.2,Concrete Slab,Concrete,High
DH39_v1,1,0.2,1.3,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH39_v1,1,1.3,1.75,"Angular Boulder, Cobbles and Gravels of moderately decomposed granite with some brown silty SAND. (FILL)",Granite,High
DH39_v1,1,1.75,3.21,1.37m-1.70m: boulder. Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL),Granite,High
DH39_v1,1,3.21,6.45,"Angular Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (FILL)",Granite,High
DH39_v1,1,6.45,23.9,Wash boring. (No recovery),No Recovery,High
DH39_v1,3,23.9,24.43,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,24.43,24.63,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,24.63,24.93,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,24.93,25.65,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,25.65,27.44,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,27.44,27.61,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,27.61,27.77,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,27.77,28.14,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH39_v1,3,28.14,33.61,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH40_v1,1,0,0.2,Concrete Slab,Concrete,High
DH40_v1,1,0.2,8.6,"Angular GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks and concrete fragments. (FILL)",Fill,High
DH40_v1,1,8.6,24.41,Wash boring,No recovery,High
DH40_v1,3,24.41,24.7,No recovery,No recovery,High
DH40_v1,3,24.7,25.25,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees.",Granite,High
DH40_v1,3,25.25,25.58,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH40_v1,3,25.58,29.95,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees.",Granite,High
DH41_v1,1,0,0.2,Concrete Slab,Concrete,High
DH41_v1,1,0.2,1,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH41_v1,1,1,9.5,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments.",Gravel,High
DH41_v1,1,9.5,10,Wash boring,No recovery,High
DH41_v1,2,10,25.19,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments.",Gravel,High
DH41_v1,3,25.19,27.89,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally to very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50 & 60-70.",Granite,High
DH41_v1,3,27.89,30.34,"Moderately strong, moderately to slightly decomposed granite",Granite,High
DH42_v1,4,30,34.99,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH43_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH43_v1,1,0.2,1.1,Wash boring.,No recovery,High
DH43_v1,1,1.1,4.2,Concrete with red bricks and occasionally some cobbles and gravels of granite.,Fill,High
DH43_v1,1,4.2,10,"Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND.",Fill,High
DH43_v1,2,10,28,Wash boring.,No recovery,High
DH43_v1,3,28,30,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, moderately narrow to very narrow, rough planar, limonite, manganese, kaolin and chlorite stained joints, dipping 10-20 degrees.",Granite,High
DH43_v1,4,30,33.6,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH44_v1,1,0,0.2,Concrete Slab,Concrete,High
DH44_v1,1,0.2,1.2,Wash boring,No recovery,High
DH44_v1,1,1.2,4.9,"Concrete with red bricks, cobbles and gravels of moderately decomposed granite",Fill,High
DH44_v1,1,4.9,26,Wash boring,No recovery,High
DH44_v1,3,26,31.42,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 75 degrees-85 degrees",Granite,High
DH45_v1,1,0,0.2,Concrete slab,Concrete,High
DH45_v1,1,0.2,1.2,"Brown, gravelly silty medium to coarse SAND (FILL)",Fill,High
DH45_v1,1,1.2,2.3,Concrete with Cobbles and Gravels of moderately decomposed granite (FILL),Fill,High
DH45_v1,1,2.3,25.5,No recovery,No recovery,High
DH45_v1,3,25.5,26.03,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH45_v1,3,26.03,26.24,No recovery,No recovery,High
DH45_v1,3,26.24,26.52,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH45_v1,3,26.52,31.6,"Moderately strong to strong, brownish pink spotted black and white, moderately decomposed to slightly medium to coarse grained GRANITE",Granite,High
DH46_v1,1,0,0.2,Concrete Slab,Concrete,High
DH46_v1,1,0.2,4,Wash boring. (No recovery),No Recovery,High
DH46_v1,1,4,4.5,Angular cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL),Fill,High
DH46_v1,1,4.5,25.2,Wash boring. (No recovery),No Recovery,High
DH46_v1,3,25.2,31.74,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 65 degrees-85 degrees",Granite,High
DH47_v1,1,0,0.2,Concrete Slab,Concrete,High
DH47_v1,1,0.2,2.5,Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown silty SAND (FILL),Fill,High
DH47_v1,1,2.5,2.9,No recovery,No recovery,High
DH47_v1,1,2.9,5,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND (FILL)",Fill,High
DH47_v1,2,5,18.72,Wash boring. (No recovery),No recovery,High
DH47_v1,2,18.72,19.91,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, narrow, rough planar, limonite and manganese stained joints",Granite,High
DH47_v1,3,19.91,20.55,No recovery,No recovery,High
DH47_v1,3,20.55,23.14,"Moderately weak to moderately strong, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH47_v1,3,23.14,23.35,No recovery,No recovery,High
DH47_v1,3,23.35,28.85,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints",Granite,High
DH48_v1,1,0,0.2,Concrete Slab,Concrete,High
DH48_v1,1,0.2,25.04,Wash boring,Wash boring,High
DH48_v1,3,25.04,25.39,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH48_v1,3,25.39,25.44,No recovery,No recovery,High
DH48_v1,3,25.44,30.54,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese kaolin and chlorite stained joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees, 65 degrees-80 degrees",Granite,High
DH49_v1,1,0,0.2,Concrete Slab,Concrete,High
DH49_v1,1,0.2,18.6,Wash boring,No recovery,High
DH49_v1,2,18.6,18.7,Cobbles and GRAVELS of moderately decomposed GRANITE,Granite,High
DH49_v1,2,18.7,20.78,Wash boring,No recovery,High
DH49_v1,3,20.78,22.58,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH49_v1,3,22.58,23.21,No recovery,No recovery,High
DH49_v1,3,23.21,28.45,"Strong, pinkish grey spotted black and white, slightly decomposed to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH5_v1,1,0,0.2,Concrete Slab,Fill,High
DH5_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND",Fill,High
DH5_v1,1,2,4.1,"Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks and concrete fragments",Fill,High
DH5_v1,1,4.1,19,Wash boring,No recovery,High
DH5_v1,2,19,19.8,"Sub-rounded Boulders, Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND",Alluvium,High
DH5_v1,3,19.8,20.1,Boulder,Boulder,High
DH5_v1,3,20.1,23.78,Wash boring,No recovery,High
DH5_v1,3,23.78,24.44,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH5_v1,3,24.44,25.49,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse granite",Granite,High
DH5_v1,3,25.49,32.21,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH50_v1,1,0,0.2,Concrete Slab,Concrete,High
DH50_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH50_v1,1,2,22.77,Wash boring. (No recovery),No Recovery,High
DH50_v1,3,22.77,27.98,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees, 60 degrees-70 degrees.",Granite,High
DH51_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH51_v1,1,0.2,21.28,Wash boring.,No recovery,High
DH51_v1,3,21.28,26.3,"Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20, 50-70 and occasionally vertical joints.",Granite,High
DH53_v1,1,0,0.2,Concrete Slab,Concrete,High
DH53_v1,1,0.2,19.6,Wash boring. (No recovery),No Recovery,High
DH53_v1,2,19.6,24.81,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees.",Granite,High
DH54_v1,1,0,0.2,Concrete Slab,Concrete,High
DH54_v1,1,0.2,19.33,Wash boring,No recovery,High
DH54_v1,3,19.33,24.41,"Strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 65 degrees-80 degrees",Granite,High
DH55_v1,1,0,0.2,Concrete Slab,Concrete,High
DH55_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH55_v1,1,2,16.31,Wash boring. (No recovery),No Recovery,High
DH55_v1,2,16.31,16.91,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE. (CORESTONE)",Granite,High
DH55_v1,2,16.91,19.01,Wash boring. (No recovery),No Recovery,High
DH55_v1,3,19.01,24.15,"Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 75 degrees-85 degrees.",Granite,High
DH58_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH58_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH58_v1,1,2,17.85,Wash boring. (No recovery),No recovery,High
DH58_v1,2,17.85,18.35,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 40-50, 70-80.",Granite,High
DH58_v1,2,18.35,23.33,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 40-50, 70-80. (moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE)",Granite,High
DH59_v1,1,0,0.2,Concrete Slab.,Concrete,High
DH59_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH59_v1,1,2,17.3,Wash boring. (No recovery),No recovery,High
DH59_v1,2,17.3,17.7,"moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH59_v1,2,17.7,17.93,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees.",Granite,High
DH59_v1,3,17.93,23.18,wash boring. (No recovery),No recovery,High
DH6_v1,1,0,0.2,Concrete Slab,Concrete,High
DH6_v1,1,0.2,2.2,Wash boring. (No recovery),No Recovery,High
DH6_v1,1,2.2,3.5,Concrete with cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL),Fill,High
DH6_v1,1,3.5,25.8,Wash boring. (No recovery),No Recovery,High
DH6_v1,3,25.8,31.09,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20 degrees",Granite,High
DH60_v1,1,0,0.2,Concrete Slab,Concrete,High
DH60_v1,1,0.2,7.5,Wash boring. (No recovery),No Recovery,High
DH60_v1,1,7.5,8,Concrete with COBBLES and GRAVELS of moderately decomposed granite. (FILL),Fill,High
DH60_v1,1,8,18.26,Wash boring. (No recovery),No Recovery,High
DH60_v1,2,18.26,18.32,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 45-55.",Granite,High
DH60_v1,3,18.32,23.63,"moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH7_v1,1,0,0.2,Concrete Slab,Fill,High
DH7_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH7_v1,1,2,23.7,Wash boring. (No recovery),No recovery,High
DH7_v1,3,23.7,23.85,No recovery,No recovery,High
DH7_v1,3,23.85,23.95,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH7_v1,3,23.95,24.2,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH7_v1,3,24.2,24.32,No recovery,No recovery,High
DH7_v1,3,24.32,30.37,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE",Granite,High
DH8_v1,1,0,0.2,Concrete Slab,Fill,High
DH8_v1,1,0.2,20.8,Wash boring. (No recovery),No Recovery,High
DH8_v1,3,20.8,26.44,"Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-70 degrees.",Granite,High
DH9_v1,1,0,0.2,Concrete Slab,Concrete,High
DH9_v1,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH9_v1,1,2,18.4,Wash boring. (No recovery),No recovery,High
DH9_v1,2,18.4,19.35,"Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.",Gravel,High
DH9_v1,2,19.35,19.7,Boulder,Boulder,High
DH9_v1,2,19.7,20.35,"Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.",Gravel,High
DH9_v1,3,20.35,27.05,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 & 60-80.",Granite,High
DH19_v2,1,0,2,"Angular red brick and concrete fragments with some grey, silty SAND.(FILL)",Fill,High
DH19_v2,1,2,18.5,Wash Boring.(No Recovery),No Recovery,High
DH19_v2,2,18.5,19.3,"Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM)",Alluvium,High
DH19_v2,2,19.3,24.3,Wash Boring.(No Recovery),No Recovery,High
DH19_v2,3,24.3,24.6,"Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH19_v2,3,24.6,24.64,No Recovery,No Recovery,High
DH19_v2,3,24.64,30.37,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, manganese stained and kaolin coated joints, dipping 10-20, 30-40 and vertical joints",Granite,High
DH34_v2,1,0,0.2,Concrete Slab,Concrete,High
DH34_v2,1,0.2,0.8,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH34_v2,1,0.8,6.3,Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL),Fill,High
DH34_v2,1,6.3,9,"Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH34_v2,1,9,21,Wash boring. (No recovery),No recovery,High
DH34_v2,3,21,21.5,"Sub-rounded Cobbles and Gravels of moderately decomposed tuff and granite with some brown, silty SAND. (ALLUVIUM)",Alluvium,High
DH34_v2,3,21.5,26.66,Wash boring. (No recovery),No recovery,High
DH34_v2,3,26.66,32.53,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees.",Granite,High
DH42_v2,1,0,0.2,Concrete Slab,Concrete,High
DH42_v2,1,0.2,0.8,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH42_v2,1,0.8,1.4,Concrete with cobbles and gravels of moderately decomposed granite and some red bricks. (FILL),Fill,High
DH42_v2,1,1.4,4,Wash boring. (No recovery),No recovery,High
DH42_v2,1,4,5.8,"Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL)",Fill,High
DH42_v2,1,5.8,6.1,Boulder,Boulder,High
DH42_v2,1,6.1,6.5,"Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL)",Fill,High
DH42_v2,1,6.5,29,Wash boring. (No recovery),No recovery,High
DH42_v2,3,29,29.4,Moderately decomposed granite,Granite,High
DH42_v2,4,29.4,34.99,"Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10 degrees-20 degrees, 50 degrees-65 degrees. (Including 29.00m-29.10m: weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE)",Granite,High
DH47_v2,1,0,0.2,Concrete Slab,Concrete,High
DH47_v2,1,0.2,2.5,Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown silty SAND and red bricks. (FILL),Fill,High
DH47_v2,1,2.5,2.9,Wash boring,No recovery,High
DH47_v2,1,2.9,5,"Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL)",Fill,High
DH47_v2,1,5,18.72,Wash boring,No recovery,High
DH47_v2,2,18.72,19.91,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees & 40 degrees-50 degrees.",Granite,High
DH47_v2,3,19.91,20.55,No recovery,No recovery,High
DH47_v2,3,20.55,23.14,"Moderately weak to moderately strong, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE",Granite,High
DH47_v2,3,23.14,23.35,No recovery,No recovery,High
DH47_v2,3,23.35,25.88,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees.",Granite,High
DH47_v2,3,25.88,28.85,"Moderately strong to strong, brownish pink, moderately to slightly decomposed, medium grained GRANITE with medium spaced rough planar joints.",Granite,High
DH55_v2,1,0,0.2,Concrete Slab,Concrete,High
DH55_v2,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Sand,High
DH55_v2,1,2,16.31,Wash boring. (No recovery),No recovery,High
DH55_v2,2,16.31,16.91,"Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE. (CORESTONE)",Granite,High
DH55_v2,2,16.91,19.01,Wash boring. (No recovery),No recovery,High
DH55_v2,2,19.01,20.31,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE",Granite,High
DH55_v2,3,20.31,24.15,"Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 75 degrees-85 degrees",Granite,High
DH7_v2,1,0,0.2,Concrete Slab,Concrete,High
DH7_v2,1,0.2,2,"Brown, gravelly silty medium to coarse SAND. (FILL)",Fill,High
DH7_v2,1,2,23.7,Wash boring. (No recovery),No Recovery,High
DH7_v2,3,23.7,23.85,No recovery,No Recovery,High
DH7_v2,3,23.85,23.95,"weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.",Granite,High
DH7_v2,3,23.95,24.2,"Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE",Granite,High
DH7_v2,3,24.2,24.32,No recovery,No Recovery,High
DH7_v2,3,24.32,30.37,"Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE",Granite,High
